,PC1,PC2,ss
548,0.21380614,-0.014532089,10
549,0.69298005,0.23208532,10
550,-0.031642497,-0.015705407,10
551,0.31921095,-0.2688933,10
552,-0.1685665,-0.3632294,10
553,-0.7447454,-0.4536913,10
554,-0.3399531,0.33200064,10
555,0.5437255,-0.55874413,10
556,1.218648,0.23716536,10
557,0.25360245,-0.10310048,10
558,0.35421878,0.04659456,10
559,-0.09970996,0.2856088,10
560,-0.038396448,0.7843257,10
561,-0.22610572,-1.0101521,10
562,-0.25598708,-0.04407692,10
563,-0.032723904,-0.5841655,10
564,0.70846546,0.17055154,10
565,-0.30435893,0.32241407,10
566,0.45034742,-1.6132877,10
567,0.077595666,-0.29607934,10
568,-0.24411741,0.4088192,10
569,0.07873835,0.5726945,10
570,0.101656005,-0.121595204,10
571,-0.6745758,-0.059938967,10
572,0.35524002,-0.36388916,10
573,-0.22879234,0.034749925,10
574,0.84040344,-0.31778604,10
575,-0.2715545,0.42801243,10
576,0.033454806,-0.737235,10
577,-0.3734571,0.6169588,10
578,1.0401738,-0.23279482,10
579,-0.09497151,-0.74694484,10
580,-0.76206887,-0.82218593,10
581,-0.41449162,-1.1529169,10
582,0.034274906,-0.6829476,10
583,0.17307007,0.31166527,10
584,1.2232274,0.12905923,10
585,1.1797884,0.31775463,10
586,-0.5560461,-0.050135434,10
587,-0.32700458,-0.09573442,10
588,0.27079064,0.5910195,10
589,0.115713716,-0.08301294,10
590,0.77974284,0.7121284,10
591,-0.5340409,-0.096907675,10
592,-1.6081963,0.24281776,10
593,0.35976326,-0.72129565,10
594,-0.0828003,-0.33708912,10
595,0.375219,-0.7306393,10
596,0.41386083,0.61708033,10
597,0.36618116,0.36386722,10
598,-0.049651593,-0.0054787993,10
599,-0.91483295,-0.44586676,10
600,-0.4378802,0.71196556,10
601,0.63396704,0.7977143,10
602,0.54612863,0.41907215,10
603,-0.065760344,-0.6343104,10
604,0.23579568,0.7076674,10
605,0.5691987,0.32831746,10
606,-0.6840725,0.11926746,10
607,0.5846242,0.31105313,10
608,0.5106313,0.087605864,10
609,0.012381256,-0.03739524,10
610,-0.41893843,0.64727336,10
611,0.53015316,0.33526632,10
612,0.59096855,0.6470966,10
613,-0.11349645,0.48457062,10
614,-0.1881313,0.1720053,10
615,0.08326717,-0.34197545,10
616,-0.2902989,0.09651211,10
617,0.82672715,-0.46252102,10
618,-0.08703843,0.19364318,10
619,-0.06746712,0.24498937,10
620,-1.0152766,0.4489086,10
621,-0.40958026,-0.3545338,10
622,-0.33729485,-0.4322422,10
623,-0.38784257,-0.2636224,10
624,0.027605772,-0.07422966,10
625,0.8654734,-0.08653748,10
626,0.910269,0.360384,10
627,-0.7305181,0.013378143,10
628,0.8792201,0.30023497,10
629,0.20844415,-0.22087711,10
630,0.2218406,-0.576194,10
631,-0.7442422,0.14243269,10
632,-0.31394425,-0.17465717,10
633,0.96133864,-1.1029625,10
634,0.3537503,-0.57160515,10
635,0.4999124,0.07897657,10
636,-0.46693477,0.23200107,10
637,0.68358725,-0.18204802,10
638,0.9267317,-0.69805723,10
639,0.68073356,0.25412476,10
640,-0.1413903,-0.10995191,10
641,-0.23680487,0.60728455,10
642,0.020796299,0.2887591,10
643,-0.0049487054,0.5007161,10
644,0.26366657,-0.6654455,10
645,-0.015519828,-0.12733608,10
646,0.17867091,0.14403093,10
647,-0.95238996,0.20286602,10
648,0.057418972,0.67582023,10
649,-0.11502579,0.790441,10
650,-0.11410105,-0.18992347,10
651,-0.14991492,0.50277597,10
652,0.08909866,-0.36925495,10
653,0.8201562,0.7507663,10
654,-0.36103734,0.2948582,10
655,0.035315603,0.31469142,10
656,-0.187583,0.1726132,10
657,-0.10705605,-0.5601277,10
658,-1.2109193,-0.17427099,10
659,0.310958,-0.6609685,10
660,1.0761595,0.6880765,10
661,0.013196409,-0.26141733,10
662,0.7955302,0.5511332,10
663,0.39396802,0.279346,10
664,-0.39497867,0.2350952,10
665,0.4044038,0.07553458,10
666,0.2474646,0.20824659,10
667,0.38201314,0.7126621,10
668,-0.024841577,-0.4742214,10
669,-0.31569913,-0.2812627,10
670,0.437231,0.229644,10
671,-0.42030486,-0.18520397,10
672,0.20418239,-0.5315797,10
673,-0.45614675,-0.24943352,10
674,-1.0793444,-0.29754853,10
675,0.3483961,0.29777586,10
676,-0.93662715,0.19539145,10
677,0.43633437,-0.21784645,10
678,-0.14493796,-0.12645829,10
679,-0.60648954,-0.14112657,10
680,0.94046104,-0.8267507,10
681,0.063017756,1.1027973,10
682,0.5493935,0.32555073,10
683,0.5431363,-0.49210066,10
684,-0.38418457,-0.23306274,10
685,-0.07714483,-1.0984201,10
686,0.22635075,0.2022216,10
687,0.08044127,-0.071695745,10
688,-0.24916998,0.9998582,10
689,-0.04342699,0.23925447,10
690,0.46118808,0.15771756,10
691,-0.5794027,0.63469183,10
692,0.15049697,0.5608992,10
693,-1.2793887,0.21636528,10
694,-0.44732472,-0.71796304,10
695,0.10911143,-0.64016694,10
696,-0.08283821,0.81906456,10
697,0.18779373,-0.6546456,10
698,0.75680137,-0.26563072,10
699,-0.17772326,0.048781633,10
700,-0.027103037,0.17401809,10
701,-0.62655675,-0.23388296,10
702,0.12000263,-0.3990088,10
703,0.07520929,-0.3965562,10
704,-0.9874419,-0.18013328,10
705,-0.23256996,-0.30820268,10
706,-0.16086543,-0.41571933,10
707,-0.66715395,-0.10933536,10
708,-0.72014403,-0.4144109,10
709,0.5605531,0.10383424,10
710,-0.48414162,0.17833534,10
711,0.32790893,1.1978202,10
712,-0.14699495,0.12939867,10
713,0.079693496,-0.21695578,10
714,-0.42719957,0.4234011,10
715,0.08340083,0.686676,10
716,0.23648547,-0.8064831,10
717,-0.14172158,0.38522002,10
718,-0.30130216,-0.03865081,10
719,0.59455717,-0.5624991,10
720,-0.35254243,0.32139117,10
721,0.913697,-0.41334558,10
722,0.9556333,0.20945251,10
723,0.10882294,0.87899494,10
724,-0.5772052,-0.25593847,10
725,0.8691751,0.90386117,10
726,-0.71138334,0.10846275,10
727,0.29046217,0.6847235,10
728,0.53108644,-1.1403971,10
729,-0.20559731,-0.48250335,10
730,-0.44557485,0.42978686,10
731,0.55839205,0.1281277,10
732,-0.5834782,-0.35326767,10
733,0.90216637,0.4294601,10
734,-0.43442526,-0.6405601,10
735,0.767364,0.5675678,10
736,0.5114802,-0.4326408,10
737,1.2888266,-0.3812313,10
738,-0.024230838,-0.55742925,10
739,0.49624076,0.1057103,10
740,0.38054127,-0.45815605,10
741,0.0068253577,0.8918031,10
742,-0.5508257,-0.022936523,10
743,-0.12542376,0.037156403,10
744,0.4517296,0.96128666,10
745,-0.60918915,0.26690847,10
746,-0.6998265,-0.8604521,10
747,0.39741594,-0.031958997,10
748,-0.12646297,0.50883657,10
749,0.3706326,0.10410872,10
750,1.0378937,0.030729234,10
751,0.28734872,-0.41666448,10
752,0.8071211,0.28699923,10
753,0.55951774,0.1604425,10
754,-0.6161803,0.23405978,10
755,0.39021564,-0.36329722,10
756,0.5428734,0.5102881,10
757,-0.08097309,-0.21973747,10
758,-0.41595402,0.48848945,10
759,0.06430578,0.05069071,10
760,0.25802767,-0.9195022,10
761,-0.26644507,-0.37067932,10
762,0.5668647,-0.19583207,10
763,-0.83225703,0.052421212,10
764,-0.45782575,0.5400796,10
765,-0.28306744,0.23523816,10
766,1.384874,-0.1380418,10
767,-1.074723,-0.3896312,10
768,-0.074959606,-0.7969031,10
769,0.7903352,0.107580245,10
770,0.6746863,0.51526475,10
771,-0.33223823,-0.11691159,10
772,0.65943223,-0.84151834,10
773,-0.9144875,0.084812045,10
774,0.23459557,0.27835584,10
775,-0.2566233,-0.3105173,10
776,1.0659875,0.74244326,10
777,0.65646285,0.20156774,10
778,0.078893036,-0.375687,10
779,0.68549836,-0.43442708,10
780,1.1391269,0.21318865,10
781,-0.28385517,0.12770978,10
782,0.07757208,-1.060143,10
783,-0.06101951,0.11600828,10
784,0.0683023,0.49025655,10
785,0.11196585,-0.97943,10
786,-0.1396952,-1.169199,10
787,-0.06984255,-0.906975,10
788,-0.7859256,-0.13987947,10
789,0.033899933,-0.69401985,10
790,-0.8471559,-0.30876,10
791,0.02431181,-0.21727306,10
792,0.21427429,-0.21634084,10
793,0.017374188,0.18433067,10
794,-0.62138975,0.3597131,10
795,-0.40726104,-0.8532395,10
796,0.4095525,0.48030284,10
797,0.26933527,-0.1524834,10
798,0.8239175,-0.37047958,10
799,0.002038598,-0.53697306,10
800,-0.56630003,0.58039576,10
801,0.11360875,0.054404825,10
802,1.19284,0.69147927,10
803,0.42105505,0.31173605,10
804,-0.50084555,0.20369768,10
805,0.3418241,-0.3082934,10
806,-0.17441323,-0.4189576,10
807,0.3053025,0.6468118,10
808,0.13862404,-0.36553288,10
809,-0.7281388,0.11558986,10
810,-0.42260197,0.81123215,10
811,1.1642854,0.3975353,10
812,-0.61463654,0.057801068,10
813,0.76485705,-0.9883942,10
814,-0.113233924,0.31889603,10
815,-0.55688465,-0.20690018,10
816,0.56736267,-0.46916682,10
817,0.7840221,0.23727858,10
818,-0.72595584,0.7096696,10
819,-0.0882754,-0.12168908,10
820,0.1269781,-0.57659787,10
821,-0.19853064,0.25090504,10
822,-0.5764111,0.08271432,10
823,0.059773535,-0.33054,10
824,0.040343523,-0.19796687,10
825,-0.39948526,-0.52547187,10
