,PC1,PC2,ss
826,-0.34036818,-0.82414883,10
827,-0.087959915,-0.5362678,10
828,0.35043058,0.48742983,10
829,-0.21756586,-0.7044137,10
830,-0.27555057,-0.19113535,10
831,0.3011256,-0.22166371,10
832,-0.13195696,0.46698835,10
833,0.8749925,-0.11190528,10
834,-0.7450203,0.38060877,10
835,0.7007109,-0.7719216,10
836,-0.41770682,-0.84038275,10
837,-0.26382616,-0.22991371,10
838,0.26010042,-0.4190483,10
839,-0.20931163,0.7167257,10
840,-0.5230558,0.15258646,10
841,0.7951293,0.4699332,10
842,-1.2202213,-0.3729111,10
843,0.6254065,-0.54002005,10
844,-0.004701942,0.4331795,10
845,-0.21584848,0.33093408,10
846,-0.20035312,0.6403692,10
847,-0.8027241,-0.6488077,10
848,0.3046589,0.3102196,10
849,0.64631057,-0.5174549,10
850,-0.1361995,0.73864126,10
851,0.17693177,0.56559694,10
852,0.6012666,0.30281168,10
853,-0.9034593,-0.017803133,10
854,-0.68703794,0.51555985,10
855,0.38124168,-0.3115114,10
856,0.10698196,0.009346366,10
857,0.5050261,-0.20303708,10
858,0.59366727,-0.45176512,10
859,0.12106189,0.046335697,10
860,-0.60774076,-0.121060014,10
861,0.0021065772,0.8279628,10
862,-0.29403988,0.28235266,10
863,0.076253,0.430349,10
864,-0.69804025,0.23855391,10
865,0.3758009,-0.14393902,10
866,0.58726454,0.6363746,10
867,-0.6379608,0.044340104,10
868,-0.2651098,-0.0874027,10
869,-0.54850423,0.9361332,10
870,-0.50467205,-0.8177336,10
871,-0.62274206,0.22605714,10
872,-0.5309478,0.23785597,10
873,-0.3797659,-0.6283137,10
874,1.327961,0.31835657,10
875,-0.268348,-0.6514085,10
876,-0.86706495,0.45863637,10
877,0.7366868,0.5374634,10
878,0.15953703,-1.2354345,10
879,0.23375529,0.31221262,10
880,-1.0587463,0.33162823,10
881,0.119931206,-1.2519934,10
882,0.8235669,0.25141016,10
883,0.13249712,0.19625312,10
884,0.24822809,-0.9815716,10
885,0.11734566,0.18134785,10
886,-0.22822335,0.06804758,10
887,0.11434877,0.6439446,10
888,-0.32656625,-0.9382108,10
889,0.53345704,0.43924555,10
890,0.027412862,-0.44149178,10
891,0.47965252,0.47351098,10
892,0.51992255,0.5965612,10
893,-0.99344206,-0.16552627,10
894,-0.30714038,-0.22768384,10
895,0.42547417,-0.5382293,10
896,0.44520637,-1.0356283,10
897,-1.1822197,-0.3180248,10
898,-0.85729575,-0.22548878,10
899,-0.005711466,0.046499938,10
900,-0.38432553,-0.64721996,10
901,0.46787345,-1.0649474,10
902,-0.43070647,0.49610698,10
903,-0.579208,0.01894921,10
904,-0.7820293,-0.014631689,10
905,-0.030876547,-0.06671405,10
906,-1.1473212,0.012291551,10
907,0.21578836,0.15026283,10
908,-0.18830195,0.35423315,10
909,0.4326683,-0.81688875,10
910,0.33551058,-0.77422327,10
911,0.86884534,0.12868023,10
912,0.4003161,-0.43635267,10
913,0.47668427,-0.06527519,10
914,0.16184378,-0.8399002,10
915,0.10266416,0.17973578,10
916,0.9405613,0.86437654,10
917,0.4840602,0.028678,10
918,-0.79144156,0.5090504,10
919,-0.35986403,0.008177459,10
920,-0.93010926,0.094686,10
921,0.24198653,-0.60015243,10
922,0.57361865,0.59410995,10
923,-0.4712086,0.23678502,10
924,0.008837789,-0.23158938,10
925,0.27192184,0.26140353,10
926,-0.59721935,-0.32319027,10
927,-0.1089167,0.3411837,10
928,0.17101665,0.2329916,10
929,0.016247183,0.25898492,10
930,-0.69933033,0.049394786,10
931,-1.049036,-0.10890162,10
932,-0.036527812,-0.9096975,10
933,-0.99935377,0.028793037,10
934,0.20882863,-0.3813941,10
935,0.63190854,-0.42713434,10
936,0.45748222,-0.09637582,10
937,0.18221842,-0.92391413,10
938,-0.64650905,0.6033587,10
939,0.36033726,0.32869577,10
940,0.7322043,0.055025518,10
941,0.09661104,-0.44772917,10
942,-0.3471916,-0.3416428,10
943,0.63705504,0.50508153,10
944,0.24599084,-1.0433547,10
945,-0.008084148,-0.521182,10
946,0.45620894,-0.059974253,10
947,0.570128,0.28564224,10
948,-0.022933453,-0.64414686,10
949,0.27855593,0.2145814,10
950,-0.2241346,-0.44856435,10
951,1.0070595,0.08462492,10
952,-0.3875139,0.25703737,10
953,-0.50683856,0.08349219,10
954,0.066393495,-0.44261557,10
955,-0.05052483,0.015831888,10
956,0.6575378,0.4336692,10
957,-0.6701331,0.44651732,10
958,0.19214647,0.48617023,10
959,-0.83281565,0.6634755,10
960,0.51149136,0.14268735,10
961,0.87122047,-0.54509896,10
962,0.41559482,-1.0214324,10
963,0.46170604,0.15852088,10
964,1.0252895,0.38709095,10
965,0.46762773,0.93133944,10
966,0.27389708,0.2512313,10
967,0.78168,0.5544716,10
968,0.15586558,0.0985156,10
969,-0.14441541,0.7629189,10
970,0.22916715,0.31876585,10
971,-0.3399121,-0.32001215,10
972,-0.4354339,-0.5486316,10
973,-0.10320705,0.18000317,10
974,0.55063343,-0.051633596,10
975,0.34491092,0.78770095,10
976,-0.083896846,-0.29898018,10
977,-0.1515767,0.120589584,10
978,0.12806064,-0.16410482,10
979,-0.13788274,0.051816463,10
980,-0.6544142,-0.25437886,10
981,-0.7567878,0.067362666,10
982,0.7324976,0.6105583,10
983,0.43017495,0.06868246,10
984,-0.013793856,-0.14724684,10
985,-0.3807281,0.4447542,10
986,0.67252433,0.13024238,10
987,0.68422765,0.5873307,10
988,-1.130117,0.68241036,10
989,0.3354296,-0.016108632,10
990,0.3865403,-0.51563865,10
991,-0.62642074,-0.5793076,10
992,-0.005311966,0.28211325,10
993,0.12832999,0.03283733,10
994,0.08600348,-0.26194626,10
995,1.1414117,-0.03624767,10
996,-0.20041063,-0.3812546,10
997,0.5220135,1.1520572,10
998,0.18742706,-0.23967016,10
999,-0.28269312,0.13611943,10
1000,0.8569635,-0.0926916,10
1001,0.17711745,-0.39993227,10
1002,0.7692597,0.07398397,10
1003,0.38466683,0.07904115,10
1004,-0.2215381,0.07906091,10
1005,0.6820799,0.12383458,10
1006,-1.2125431,0.30801794,10
1007,0.44117457,-0.07716614,10
1008,-0.24846426,-0.61506385,10
1009,1.2808199,0.36732358,10
1010,0.39038652,0.118358165,10
1011,0.8515506,0.40020517,10
1012,0.28829223,0.5701897,10
1013,0.02354452,-0.13243598,10
1014,-0.39938608,-0.5304299,10
1015,0.15537643,0.7875138,10
1016,0.2006425,-0.21440119,10
1017,-0.18848488,0.20081222,10
1018,0.18892926,0.42534256,10
1019,0.35668045,-0.38911027,10
1020,-0.25707695,-0.9821126,10
1021,0.15775931,-0.6852321,10
1022,-0.11001006,0.495287,10
1023,-0.33032075,0.34856972,10
1024,0.7456738,0.15300322,10
1025,-0.22361794,-0.6266419,10
1026,-0.27412155,0.43261272,10
1027,0.29498893,0.23748949,10
1028,-1.1137702,-0.45088094,10
1029,0.6339086,0.33956093,10
1030,-0.33751854,-0.29766953,10
1031,1.3588074,0.11345109,10
1032,-0.73359776,0.23102254,10
1033,0.9352218,0.034306765,10
1034,0.45859355,0.40605408,10
1035,0.0859261,0.79624426,10
1036,0.42026702,-0.34034455,10
1037,-0.07353833,-0.10737312,10
1038,-0.116940826,0.047024786,10
1039,-0.1740016,0.5869152,10
1040,0.559935,0.4364636,10
1041,0.66622126,-0.11372572,10
1042,0.3626221,0.38987178,10
1043,0.32016367,-0.2349056,10
1044,-0.0649921,0.3488813,10
1045,0.35913697,-0.413755,10
1046,0.23598678,-0.29839516,10
1047,0.08403237,0.3492008,10
1048,0.12796581,0.3363441,10
1049,-0.058938146,-0.25100338,10
1050,-0.16966248,-0.6073472,10
1051,0.4843821,0.03667164,10
1052,0.12536183,0.04064274,10
1053,-0.80284786,-0.4889682,10
1054,0.18086642,-0.74322814,10
1055,0.23779874,0.0016225576,10
1056,0.25347263,0.084780395,10
1057,-0.9122143,0.42805326,10
1058,0.51086116,0.7011752,10
1059,-0.15618142,0.039817214,10
1060,-0.54508317,0.3839944,10
1061,0.1141351,0.20954335,10
1062,0.20853671,-0.24610716,10
1063,-0.4963362,0.46214765,10
1064,-0.029269665,-0.06396067,10
1065,-0.3698922,0.78376675,10
1066,0.032101274,-0.3993895,10
1067,-0.013110429,-0.7521154,10
1068,0.7733923,0.079856485,10
1069,0.86091495,0.24228367,10
1070,0.101554304,-0.47470468,10
1071,0.45372695,0.59156686,10
1072,-0.56199205,0.031726122,10
1073,1.0073647,0.6721198,10
1074,-0.020368546,-0.5145107,10
1075,0.72161627,0.67607594,10
1076,0.9406353,-0.17567748,10
1077,-0.41873845,0.5935259,10
1078,0.9760221,0.5654571,10
1079,-0.48623553,-0.13543844,10
1080,0.57373524,0.7983466,10
1081,0.91668427,-0.14946538,10
1082,0.33916354,-0.55098957,10
1083,0.7022792,-0.5889868,10
1084,0.23004629,0.58762234,10
1085,0.96441424,0.4972984,10
1086,-0.28717598,-0.05148655,10
1087,-0.40768972,-0.5855399,10
1088,0.1103265,0.20952505,10
1089,0.12670594,-0.49707276,10
1090,1.4396346,0.51060057,10
1091,0.08749339,0.65855813,10
1092,0.1824263,-0.066108406,10
1093,-0.6527345,-0.23863357,10
1094,0.26156515,-0.28534418,10
1095,-0.0035724044,-0.4842381,10
1096,-0.17788881,0.2838584,10
1097,1.0793968,0.4289584,10
1098,1.3013535,0.22269326,10
1099,0.12642696,0.42064762,10
1100,0.39970988,0.17281803,10
1101,0.21757385,-0.5674214,10
1102,0.43868363,-0.26967627,10
1103,-0.5767282,0.2548704,10
1104,-0.85808444,0.2102449,10
1105,-0.52352977,0.5579139,10
1106,-0.12760076,0.1455312,10
1107,-0.20410505,0.5623767,10
1108,-0.5439638,-0.582967,10
1109,0.23132174,0.22146314,10
1110,0.13240331,0.49903107,10
1111,0.38840482,0.27673548,10
1112,-0.6456567,0.21663976,10
1113,0.37886012,-1.0230522,10
1114,0.15555167,-0.53326315,10
1115,-0.07807273,-0.6186982,10
1116,0.85845053,-0.069254935,10
1117,0.33036727,0.49997237,10
1118,0.5840614,0.08270055,10
1119,-0.007828981,-0.034741104,10
1120,-0.33366302,0.35168898,10
1121,0.16127637,-1.0549836,10
1122,-0.55177,0.3758046,10
1123,0.5895531,0.13642186,10
1124,-0.38381973,0.22292823,10
1125,0.3068212,-0.86759704,10
1126,0.6167171,0.03463584,10
1127,0.06253889,0.18779343,10
1128,0.43570793,-0.25662452,10
1129,0.6991198,-0.9801317,10
1130,-0.42194608,0.6475903,10
1131,-0.3167092,-0.36394197,10
1132,-0.7550899,-0.750657,10
1133,1.245127,0.8756372,10
1134,0.9942843,0.05902961,10
1135,-0.70143044,-0.27766162,10
1136,0.19506496,0.26655722,10
1137,-0.9088217,0.44026375,10
1138,0.35553044,0.15298426,10
1139,-0.37955335,-0.20899045,10
1140,0.86989975,0.23398232,10
1141,-0.21315703,0.062015384,10
1142,-0.85154474,0.6199051,10
1143,0.16471705,-0.36493427,10
1144,-0.5870894,0.054866135,10
1145,0.055475265,0.7978044,10
1146,0.78315187,-0.285644,10
1147,-0.4543726,-0.7019864,10
1148,-0.23282179,-0.41348886,10
1149,0.69541836,-0.23626453,10
1150,0.1700804,0.22281238,10
1151,-0.05165127,-0.46954483,10
1152,-0.5194907,-0.5289795,10
1153,0.5953615,0.91783535,10
1154,0.11791971,0.25143725,10
1155,0.0077914298,-0.16689456,10
1156,0.14966281,0.59097266,10
1157,0.5021224,-0.17133516,10
1158,-0.37368396,0.020408034,10
1159,0.09930831,0.077139646,10
1160,0.64874506,0.6039368,10
1161,-0.2686278,-0.9164931,10
1162,0.29080462,0.17883462,10
1163,-0.021745354,0.54658526,10
1164,-0.34741244,0.26837456,10
1165,-0.69578457,0.3434178,10
1166,0.10855922,0.8063688,10
1167,-0.3625361,-0.28144825,10
1168,0.48481497,0.22819212,10
1169,0.04574114,0.059754968,10
1170,-0.5647805,0.19571331,10
1171,0.7483624,-0.24405044,10
1172,-0.06472793,-0.45834333,10
1173,-0.57709336,0.17127103,10
1174,0.25201672,0.05911815,10
1175,-0.23360202,0.4458853,10
1176,0.98258805,-0.02162087,10
1177,-0.104652375,0.16904992,10
1178,1.0733713,0.10833189,10
1179,-0.30106738,-0.12865865,10
1180,-1.1463432,0.8736001,10
1181,0.097046435,0.22203505,10
1182,-0.17599621,-0.17826432,10
1183,0.20969225,-0.92611665,10
1184,0.9982513,0.107115805,10
1185,0.41354042,-0.16746187,10
1186,0.4832992,0.5132085,10
1187,-1.0565636,0.37763733,10
1188,0.24989839,0.23261333,10
1189,-1.05531,-0.5044574,10
1190,0.075307965,0.17208421,10
1191,0.5828052,0.4173058,10
1192,0.7202535,0.035883605,10
1193,0.49345303,-0.44692856,10
1194,-0.110426426,0.5826285,10
1195,0.89429283,0.50444245,10
1196,0.6245878,0.3238413,10
1197,-0.33439806,-0.5680471,10
1198,0.1303588,0.08286852,10
1199,0.27223468,0.12522459,10
1200,0.20808059,0.05053258,100
1201,0.05164486,-0.20848346,100
1202,0.20093964,0.3275877,100
1203,0.10656297,-0.028247714,100
1204,-0.13987231,-0.28671575,100
1205,-0.41310373,0.103123456,100
1206,0.29837108,0.0038089156,100
1207,0.27034408,-0.10278422,100
1208,-0.17791924,0.039815605,100
1209,-0.17399806,0.07277012,100
1210,0.07906191,-0.012112081,100
1211,-0.4124156,-0.16198498,100
1212,-0.007820755,-0.29727286,100
1213,-0.31765392,0.22220412,100
1214,-0.040341705,0.06355369,100
1215,-0.084332615,-0.0255301,100
1216,0.16515806,-0.0017372966,100
1217,0.2481768,-0.06575656,100
1218,0.0139528215,0.032109857,100
1219,0.26842132,0.23867738,100
1220,0.03055963,0.11347085,100
1221,-0.05267623,0.014466107,100
1222,0.015485972,-0.07173091,100
1223,0.08215317,-0.1431722,100
1224,-0.078754276,0.30270815,100
1225,-0.006788075,0.14067847,100
1226,-0.055146307,0.11725426,100
1227,-0.0760932,-0.1774643,100
1228,-0.024361819,-0.11158496,100
1229,-0.12203872,0.19158879,100
1230,0.2611107,0.1427365,100
1231,0.11811292,-0.31499928,100
1232,0.090409696,-0.17382532,100
1233,0.14030875,0.16751075,100
1234,0.23535673,-0.06827748,100
1235,0.23196536,-0.08667672,100
1236,-0.34074053,0.052250445,100
1237,-0.2794017,-0.21562392,100
1238,-0.068692476,-0.30832636,100
1239,-0.027961314,0.15619606,100
1240,-0.21721855,-0.02894789,100
1241,0.21366417,0.16514301,100
1242,0.014349759,0.1897052,100
1243,0.031765968,0.026827335,100
1244,-0.033631355,-0.116766155,100
1245,0.05613908,-0.04245633,100
1246,0.10467973,-0.18842328,100
1247,0.20014504,-0.16455257,100
1248,-0.22048649,-0.0033848882,100
1249,0.06048557,-0.35903865,100
1250,-0.052461654,-0.35611463,100
1251,-0.076895356,-0.11049044,100
1252,0.06988765,-0.038446963,100
1253,0.09117925,0.05969745,100
1254,0.20388862,-0.12016022,100
1255,0.057047516,-0.10831082,100
1256,-0.4949068,-0.27321023,100
1257,-0.09970984,0.19957632,100
1258,-0.08464795,0.18146747,100
1259,-0.10155246,-0.089722395,100
1260,-0.009536952,-0.22045422,100
1261,-0.015198737,-0.045847714,100
1262,-0.023809701,-0.18237609,100
1263,-0.22483489,0.30612493,100
1264,-0.18253723,-0.24958146,100
1265,-0.10665831,0.002243042,100
1266,-0.20685771,0.10215783,100
1267,0.2338014,0.026865542,100
1268,0.11970219,-0.13781953,100
1269,-0.051682353,0.108740896,100
1270,-0.06367347,-0.1226846,100
1271,0.3047352,0.23852032,100
1272,-0.21927527,-0.019316792,100
1273,-0.061129063,0.21642569,100
1274,-0.07744327,-0.01757133,100
1275,0.04011807,0.2626937,100
1276,0.08145499,-0.043796837,100
1277,-0.12993553,-0.013792694,100
1278,0.2864814,0.06082326,100
1279,-0.12846926,-0.15430439,100
1280,0.078670815,0.04842502,100
1281,-0.09244236,0.11971089,100
1282,0.23304987,-0.15429455,100
1283,0.08976863,0.18630698,100
1284,-0.09468642,0.20132321,100
1285,0.06551716,-0.08661884,100
1286,0.07476577,-0.0060970783,100
1287,-0.018259645,0.25361916,100
1288,-0.023380429,0.27018648,100
1289,-0.0036744177,-0.40384668,100
1290,0.24094301,0.063230574,100
1291,0.16420618,-0.014397323,100
1292,-0.04899025,-0.15344942,100
1293,-0.26009467,0.0110500455,100
1294,-0.107062876,-0.040182173,100
1295,0.18860649,0.077902734,100
1296,0.21516183,0.064927876,100
1297,0.23919278,-0.13361162,100
1298,-0.17359921,-0.057917893,100
1299,0.20390292,-0.09764147,100
1300,-0.014293283,-0.027992547,100
1301,0.38249525,-0.24472827,100
1302,-0.14499527,-0.1702764,100
1303,-0.1904855,0.1747806,100
1304,0.18850502,-0.008919656,100
1305,0.081659675,-0.00024706125,100
1306,0.3354805,0.11207244,100
1307,0.017968714,0.0096075535,100
1308,-0.10933033,0.027755558,100
1309,0.20163578,0.080641985,100
1310,0.015492886,0.09830272,100
1311,-0.058583707,-0.06785625,100
1312,0.12778339,0.03505659,100
1313,0.1402354,-0.11115891,100
1314,-0.042511016,-0.21039933,100
1315,-0.1402238,0.043118924,100
1316,0.015081316,-0.048664033,100
1317,-0.25160733,-0.05687636,100
1318,0.20901635,0.07054958,100
1319,-0.004319936,-0.04464656,100
1320,0.17998284,0.30392703,100
1321,-0.09833905,0.0545339,100
1322,-0.010654837,-0.37945896,100
1323,0.14016497,0.108858675,100
1324,0.0991191,0.13599041,100
1325,0.11851299,-0.17324764,100
1326,-0.36283424,-0.058989584,100
1327,0.0601027,-0.15142035,100
1328,0.20945764,0.045493364,100
1329,0.17090674,0.052497298,100
1330,-0.20197639,0.082095504,100
1331,-0.3002788,-0.11884642,100
1332,-0.31356338,0.0682365,100
1333,-0.028635234,0.037088037,100
1334,-0.17437974,0.15987334,100
1335,-0.32678333,0.12555441,100
1336,0.47718439,0.23681343,100
1337,0.4647169,0.07768363,100
1338,0.09891467,-0.1578514,100
1339,-0.082139164,-0.027496338,100
1340,-0.14677685,-0.27175814,100
1341,-0.07985893,-0.031300366,100
1342,-0.023757845,0.0035516024,100
1343,-0.15642565,0.280512,100
1344,-0.0024913251,-0.33796448,100
1345,0.22068483,0.017674088,100
1346,0.20001978,-0.21095496,100
1347,-0.18600205,-0.14264369,100
1348,-0.042150736,-0.13626122,100
1349,0.2939384,-0.3222524,100
1350,-0.049383312,0.16639966,100
1351,-0.27235296,0.15518671,100
1352,0.07317522,0.2818304,100
1353,0.17067713,0.05131364,100
1354,-0.36739913,-0.30525798,100
1355,0.26404434,-0.1260637,100
1356,-0.030921519,-0.0012512803,100
1357,-0.3704187,0.19864443,100
1358,0.17108124,0.035164654,100
1359,-0.1467762,-0.104733765,100
1360,-0.10821393,0.22632024,100
1361,-0.13830632,-0.0059702992,100
1362,-0.18366972,-0.24856764,100
1363,-0.3971981,-0.28169483,100
1364,0.071863756,0.114016056,100
1365,0.2263363,0.24335739,100
1366,-0.22994134,-0.2655676,100
1367,0.039618164,0.15115711,100
1368,-0.19706151,0.026206434,100
1369,-0.12569633,-0.08958751,100
1370,0.18663268,-0.050602913,100
1371,-0.2696102,0.14844948,100
1372,0.2502383,-0.0035517812,100
1373,-0.14814252,0.074475944,100
1374,-0.07688323,-0.14939493,100
1375,-0.17923293,-0.29627717,100
1376,-0.21885374,0.098950654,100
1377,-0.1139774,-0.16474074,100
1378,0.15776876,-0.23256427,100
1379,-0.10905233,-0.04370278,100
1380,0.1714052,-0.010190427,100
1381,-0.09707701,-0.0038457513,100
1382,-0.027029127,0.018746376,100
1383,0.25799206,-0.11920577,100
1384,-0.063052565,0.05388713,100
1385,0.14978386,0.24680996,100
1386,-0.3425385,0.15794069,100
1387,-0.11923239,-0.17098516,100
1388,0.16458976,0.29814744,100
1389,0.09038624,0.0062450767,100
1390,-0.072903514,-0.20322323,100
1391,0.32986712,-0.048274696,100
1392,0.0028472543,-0.13081568,100
1393,0.16657749,0.06301665,100
1394,-0.101971716,-0.07699454,100
1395,0.25029325,-0.09614205,100
1396,-0.2990124,-0.044164836,100
1397,0.035629004,-0.03544587,100
1398,-0.034900367,-0.18354642,100
1399,-0.06723702,-0.24959767,100
1400,0.10198332,0.12903121,100
1401,-0.49327174,0.060835183,100
1402,0.079048485,-0.35242987,100
1403,-0.016854495,-0.15548855,100
1404,0.2334423,-0.17897922,100
1405,-0.2169964,0.14943165,100
1406,0.025804251,-0.050875366,100
1407,-0.14601162,-0.1839478,100
1408,-0.025572449,0.1109947,100
1409,0.03405541,-0.11080402,100
1410,-0.091667086,-0.28505266,100
1411,-0.036849767,-0.1271897,100
1412,0.031536996,0.15324333,100
1413,-0.022675872,-0.072947025,100
1414,0.26730707,-0.067710936,100
1415,-0.049374938,-0.090170205,100
1416,0.13826385,-0.024287283,100
1417,-0.4547536,-0.381118,100
1418,-0.3107247,0.04954827,100
1419,0.28683388,-0.2631603,100
1420,0.27618444,0.24926552,100
1421,-0.17768762,0.09214336,100
1422,0.07877886,-0.21991307,100
1423,-0.17478392,0.006564617,100
1424,-0.17164984,-0.033381045,100
1425,-0.16225377,-0.10567021,100
1426,0.14888406,0.08675894,100
1427,-0.18599734,-0.2843179,100
1428,-0.31025758,0.05040005,100
1429,-0.13682196,-0.061166406,100
1430,-0.10170925,-0.31416464,100
1431,0.007918507,-0.16982073,100
1432,0.036531955,0.08127606,100
1433,-0.14633673,-0.20184255,100
1434,-0.0072948337,0.32812577,100
1435,0.20725326,0.10082972,100
1436,-0.42846283,0.07714632,100
1437,-0.02159366,0.025692463,100
1438,-0.025081605,-0.07277328,100
1439,-0.2486237,-0.06805295,100
1440,-0.035269976,-0.3310588,100
1441,-0.34357074,-0.1850856,100
1442,-0.15968904,0.008450091,100
1443,-0.07638049,-0.4258523,100
1444,0.38003424,-0.11256176,100
1445,-0.19461152,-0.038763463,100
1446,-0.29828557,0.31992114,100
1447,-0.09544581,-0.09917581,100
1448,-0.16388121,-0.05258411,100
1449,0.069337636,0.13663584,100
1450,0.02453652,-0.076578796,100
1451,0.44098106,0.11412802,100
1452,-0.19305316,0.039481044,100
1453,0.16026355,-0.093515396,100
1454,0.026386827,0.18978763,100
1455,0.6935577,0.18815976,100
1456,0.19388531,0.10764083,100
1457,0.045242637,-0.09200996,100
1458,-0.178318,0.28732145,100
1459,0.104231894,-0.07124072,100
1460,0.09455551,-0.069556594,100
1461,0.13805212,-0.22324115,100
1462,-0.28392628,0.13187501,100
1463,0.22431585,-0.14979082,100
1464,0.24513936,0.14708555,100
1465,-0.20683262,0.031534374,100
1466,-0.16286132,0.061408162,100
1467,0.1316011,-0.024507344,100
1468,-0.10134986,-0.10377616,100
1469,-0.17352802,0.100471616,100
1470,0.16377282,-0.25406379,100
1471,0.05193433,-0.15081114,100
1472,0.1404347,0.13588578,100
1473,0.42082483,-0.26343334,100
1474,0.014961541,0.24050617,100
1475,0.26360494,0.16339839,100
1476,0.22416149,0.2005057,100
1477,-0.052746296,0.0024146438,100
1478,-0.019759715,-0.061743557,100
1479,-0.040467024,-0.23307586,100
1480,0.22466275,0.03774321,100
1481,-0.16067514,0.009181619,100
1482,-0.15218934,0.11248368,100
1483,0.2258749,-0.060658395,100
1484,0.018359125,0.114981234,100
1485,-0.26326063,0.0646275,100
1486,-0.36425337,-0.04376632,100
1487,0.17918113,-0.17064619,100
1488,0.17018747,-0.13004404,100
1489,-0.16592893,0.05736947,100
1490,-0.4717454,0.14463452,100
1491,-0.14542064,-0.16770512,100
1492,0.21492039,0.096114516,100
1493,-0.014533967,0.12340626,100
1494,-0.006788969,0.3205676,100
1495,-0.15893435,0.29093495,100
1496,-0.17565134,0.33201987,100
1497,-0.16796374,-0.22392482,100
1498,0.06745982,0.19340473,100
1499,0.12310997,0.20228088,100
1500,-0.090930015,0.27015197,100
1501,-0.3233486,-0.13155723,100
1502,0.0324699,0.0654383,100
1503,-0.17615908,0.017740488,100
1504,0.3495876,-0.12026054,100
1505,-0.14752164,-0.18434078,100
1506,0.15436447,0.048411846,100
1507,-0.08848885,0.14362001,100
1508,0.40073413,0.035129488,100
1509,0.02779904,0.01678425,100
1510,-0.3371903,-0.25784075,100
1511,0.14035639,0.052912235,100
1512,0.20954627,0.3743723,100
1513,0.112169474,0.062892556,100
1514,-0.08059257,-0.24870378,100
1515,0.10051459,-0.040049314,100
1516,0.0041909516,0.25189254,100
1517,0.1597195,-0.35421956,100
1518,-0.024699718,0.28199396,100
1519,-0.03247419,0.12372404,100
1520,0.19003898,0.18264759,100
1521,-0.26115736,-0.06876606,100
1522,0.006123215,-0.11954546,100
1523,-0.07199523,0.22330734,100
1524,-0.17085412,-0.059268475,100
1525,-0.12137008,-0.010034323,100
1526,-0.102858424,0.071656615,100
1527,-0.19179657,-0.084405005,100
1528,-0.30101863,0.13733628,100
1529,0.18969703,0.017682314,100
1530,-0.13926539,-0.11533886,100
1531,-0.09028196,-0.015433371,100
1532,-0.03958592,-0.10917419,100
1533,-0.025306255,-0.011741042,100
1534,-0.13308096,-0.17535067,100
1535,0.09529635,-0.10961205,100
1536,-0.14408061,-0.074014604,100
1537,-0.5009432,0.22785884,100
1538,-0.017545372,-0.057002127,100
1539,-0.2460123,-0.0244779,100
1540,0.18294564,-0.26279294,100
1541,-0.032923818,0.044351697,100
1542,-0.25195435,-0.049036145,100
1543,0.16865295,0.025564551,100
1544,-0.14558521,-0.3590706,100
1545,0.12391901,-0.0356068,100
1546,0.17561993,-0.044080555,100
1547,-0.25078115,0.17908037,100
1548,0.071644664,-0.03810495,100
1549,-0.28018305,0.034395337,100
1550,-0.08150226,-0.027763069,100
1551,-0.36228505,-0.073770046,100
1552,-0.2668688,-0.018357992,100
1553,0.0154619515,-0.19158095,100
1554,-0.006388247,-0.033333898,100
1555,0.33437815,-0.06566012,100
1556,0.2809407,0.05799383,100
1557,-0.5291313,0.10743958,100
1558,-0.121769756,-0.025814354,100
1559,-0.009603381,0.059959054,100
1560,0.47775432,-0.0913313,100
1561,-0.19320157,-0.15693825,100
1562,-0.015136629,0.14065227,100
1563,0.25390303,0.18305507,100
1564,0.34886447,-0.10195643,100
1565,-0.12904975,-0.16505009,100
1566,-0.14695388,0.20597649,100
1567,-0.19712707,-0.079589844,100
1568,0.3561881,-0.21505576,100
1569,0.038465768,0.051142722,100
1570,0.050285846,0.2952136,100
1571,-0.21042356,0.026248217,100
1572,0.05824262,0.077346265,100
1573,0.20376495,0.21648437,100
1574,-0.3507351,0.051860154,100
1575,0.25296623,-0.07298356,100
1576,0.24456829,-0.067273855,100
1577,-0.0692153,0.1497429,100
1578,0.1679897,0.14489365,100
1579,-0.055045933,0.15245324,100
1580,-0.30660155,0.012609959,100
1581,-0.07585737,0.19117773,100
1582,-0.076066166,-0.26984435,100
1583,-0.10261056,-0.12698132,100
1584,-0.2243003,0.16073167,100
1585,0.21412599,-0.06187159,100
1586,0.08370353,0.15152615,100
1587,-0.28108534,0.10594782,100
1588,-0.1917558,0.14124566,100
1589,-0.06443116,-0.040632427,100
1590,0.19827236,0.09082323,100
1591,0.15332952,0.13220173,100
1592,0.103379205,-0.16152495,100
1593,0.11960265,0.004395902,100
1594,0.17429687,-0.20262706,100
1595,-0.011533052,-0.10549265,100
1596,-0.060075343,-0.08945352,100
1597,-0.09416103,0.16420346,100
1598,0.061410487,0.053991735,100
1599,-0.13785198,-0.32824397,100
1600,0.07388839,0.051672906,100
1601,0.11249958,-0.08945125,100
1602,-0.3182247,0.061368704,100
1603,-0.07256663,-0.27068383,100
1604,-0.18379846,0.12665674,100
1605,0.050616354,-0.15137076,100
1606,-0.059667975,0.054312825,100
1607,-0.02876395,-0.06636608,100
1608,0.030278832,0.010388017,100
1609,-0.1676116,0.03793204,100
1610,0.2528091,-0.12183243,100
1611,-0.12884805,-0.06876427,100
1612,0.07099971,0.085893065,100
1613,-0.19609621,0.17929715,100
