,loss,ss,Set size,DDPM loss
0,0.012866090051829815,10,10,0.012866090051829815
1,0.004786264151334763,10,10,0.004786264151334763
2,0.007998335175216198,10,10,0.007998335175216198
3,0.012793396599590778,10,10,0.012793396599590778
4,0.004769694060087204,10,10,0.004769694060087204
5,0.007365330588072538,10,10,0.007365330588072538
6,0.0032355317380279303,10,10,0.0032355317380279303
7,0.010685129091143608,10,10,0.010685129091143608
8,0.012598257511854172,10,10,0.012598257511854172
9,0.0052016302943229675,10,10,0.0052016302943229675
10,0.012228949926793575,10,10,0.012228949926793575
11,0.01091002207249403,10,10,0.01091002207249403
12,0.014230700209736824,10,10,0.014230700209736824
13,0.007810260634869337,10,10,0.007810260634869337
14,0.005573922302573919,10,10,0.005573922302573919
15,0.007060741540044546,10,10,0.007060741540044546
16,0.008939406834542751,10,10,0.008939406834542751
17,0.005850424058735371,10,10,0.005850424058735371
18,0.011186032555997372,10,10,0.011186032555997372
19,0.007091975770890713,10,10,0.007091975770890713
20,0.01083245687186718,10,10,0.01083245687186718
21,0.01105833426117897,10,10,0.01105833426117897
22,0.008997311815619469,10,10,0.008997311815619469
23,0.01075560599565506,10,10,0.01075560599565506
24,0.004373953212052584,10,10,0.004373953212052584
25,0.017003759741783142,10,10,0.017003759741783142
26,0.006175958551466465,10,10,0.006175958551466465
27,0.0062793828547000885,10,10,0.0062793828547000885
28,0.008765634149312973,10,10,0.008765634149312973
29,0.005260177422314882,10,10,0.005260177422314882
30,0.007685193791985512,10,10,0.007685193791985512
31,0.01164968777447939,10,10,0.01164968777447939
32,0.004893855657428503,10,10,0.004893855657428503
33,0.015972234308719635,10,10,0.015972234308719635
34,0.013133052736520767,10,10,0.013133052736520767
35,0.010848574340343475,10,10,0.010848574340343475
36,0.005840368568897247,10,10,0.005840368568897247
37,0.008042294532060623,10,10,0.008042294532060623
38,0.014950573444366455,10,10,0.014950573444366455
39,0.009009413421154022,10,10,0.009009413421154022
40,0.008949634619057178,10,10,0.008949634619057178
41,0.00437934510409832,10,10,0.00437934510409832
42,0.007809191010892391,10,10,0.007809191010892391
43,0.013867480680346489,10,10,0.013867480680346489
44,0.010728391818702221,10,10,0.010728391818702221
45,0.010129139758646488,10,10,0.010129139758646488
46,0.01413669716566801,10,10,0.01413669716566801
47,0.0077141993679106236,10,10,0.0077141993679106236
48,0.007271099835634232,10,10,0.007271099835634232
49,0.013531878590583801,10,10,0.013531878590583801
50,0.010287078097462654,10,10,0.010287078097462654
51,0.009374897927045822,10,10,0.009374897927045822
52,0.00629942724481225,10,10,0.00629942724481225
53,0.003734330181032419,10,10,0.003734330181032419
54,0.014064760878682137,10,10,0.014064760878682137
55,0.007348102051764727,10,10,0.007348102051764727
56,0.008139283396303654,10,10,0.008139283396303654
57,0.013808545656502247,10,10,0.013808545656502247
58,0.010580423288047314,10,10,0.010580423288047314
59,0.011084034107625484,10,10,0.011084034107625484
60,0.0047358181327581406,10,10,0.0047358181327581406
61,0.0140023622661829,10,10,0.0140023622661829
62,0.00860669557005167,10,10,0.00860669557005167
63,0.007421127520501614,10,10,0.007421127520501614
64,0.005613097921013832,10,10,0.005613097921013832
65,0.010793684981763363,10,10,0.010793684981763363
66,0.00802331231534481,10,10,0.00802331231534481
67,0.012857812456786633,10,10,0.012857812456786633
68,0.009765011258423328,10,10,0.009765011258423328
69,0.013208749704062939,10,10,0.013208749704062939
70,0.008596579544246197,10,10,0.008596579544246197
71,0.006175838876515627,10,10,0.006175838876515627
72,0.009591910988092422,10,10,0.009591910988092422
73,0.006088228430598974,10,10,0.006088228430598974
74,0.012658768333494663,10,10,0.012658768333494663
75,0.006460412405431271,10,10,0.006460412405431271
76,0.014397377148270607,10,10,0.014397377148270607
77,0.004400094971060753,10,10,0.004400094971060753
78,0.00787188671529293,10,10,0.00787188671529293
79,0.00950175803154707,10,10,0.00950175803154707
80,0.006935328710824251,10,10,0.006935328710824251
81,0.014297391287982464,10,10,0.014297391287982464
82,0.023144759237766266,10,10,0.023144759237766266
83,0.014105396345257759,10,10,0.014105396345257759
84,0.010511965490877628,10,10,0.010511965490877628
85,0.004527767188847065,10,10,0.004527767188847065
86,0.0072640287689864635,10,10,0.0072640287689864635
87,0.01257320586591959,10,10,0.01257320586591959
88,0.01209406927227974,10,10,0.01209406927227974
89,0.005032292101532221,10,10,0.005032292101532221
90,0.007535537239164114,10,10,0.007535537239164114
91,0.007775557227432728,10,10,0.007775557227432728
92,0.011743003502488136,10,10,0.011743003502488136
93,0.007961457595229149,10,10,0.007961457595229149
94,0.0040977466851472855,10,10,0.0040977466851472855
95,0.005646879784762859,10,10,0.005646879784762859
96,0.009918090887367725,10,10,0.009918090887367725
97,0.01030704379081726,10,10,0.01030704379081726
98,0.007004315033555031,10,10,0.007004315033555031
99,0.006475219503045082,10,10,0.006475219503045082
100,0.008706892840564251,10,10,0.008706892840564251
101,0.012314644642174244,10,10,0.012314644642174244
102,0.005766687449067831,10,10,0.005766687449067831
103,0.012604507617652416,10,10,0.012604507617652416
104,0.014853728003799915,10,10,0.014853728003799915
105,0.006195107474923134,10,10,0.006195107474923134
106,0.006553621497005224,10,10,0.006553621497005224
107,0.003889884101226926,10,10,0.003889884101226926
108,0.015766644850373268,10,10,0.015766644850373268
109,0.010000929236412048,10,10,0.010000929236412048
110,0.013438145630061626,10,10,0.013438145630061626
111,0.011588694527745247,10,10,0.011588694527745247
112,0.006531931459903717,10,10,0.006531931459903717
113,0.010097223334014416,10,10,0.010097223334014416
114,0.007608831860125065,10,10,0.007608831860125065
115,0.007631413172930479,10,10,0.007631413172930479
116,0.011279466561973095,10,10,0.011279466561973095
117,0.010619346983730793,10,10,0.010619346983730793
118,0.009238941594958305,10,10,0.009238941594958305
119,0.009941323660314083,10,10,0.009941323660314083
120,0.01721148006618023,10,10,0.01721148006618023
121,0.005971516016870737,10,10,0.005971516016870737
122,0.004622853361070156,10,10,0.004622853361070156
123,0.006431524641811848,10,10,0.006431524641811848
124,0.010969600640237331,10,10,0.010969600640237331
125,0.006115398835390806,10,10,0.006115398835390806
126,0.00787398312240839,10,10,0.00787398312240839
127,0.007812031079083681,10,10,0.007812031079083681
128,0.008695906028151512,10,10,0.008695906028151512
129,0.004719866905361414,10,10,0.004719866905361414
130,0.011302003636956215,10,10,0.011302003636956215
131,0.005701085552573204,10,10,0.005701085552573204
132,0.005221541039645672,10,10,0.005221541039645672
133,0.008707433007657528,10,10,0.008707433007657528
134,0.008699278347194195,10,10,0.008699278347194195
135,0.0064554824493825436,10,10,0.0064554824493825436
136,0.00731044914573431,10,10,0.00731044914573431
137,0.02056439034640789,10,10,0.02056439034640789
138,0.00705087510868907,10,10,0.00705087510868907
139,0.009248661808669567,10,10,0.009248661808669567
140,0.011123823933303356,10,10,0.011123823933303356
141,0.00890733115375042,10,10,0.00890733115375042
142,0.011391577310860157,10,10,0.011391577310860157
143,0.016547689214348793,10,10,0.016547689214348793
144,0.0059194862842559814,10,10,0.0059194862842559814
145,0.009738569147884846,10,10,0.009738569147884846
146,0.015911512076854706,10,10,0.015911512076854706
147,0.005793228279799223,10,10,0.005793228279799223
148,0.01254944410175085,10,10,0.01254944410175085
149,0.016921620815992355,10,10,0.016921620815992355
150,0.017259769141674042,10,10,0.017259769141674042
151,0.006985462736338377,10,10,0.006985462736338377
152,0.011215254664421082,10,10,0.011215254664421082
153,0.00670121144503355,10,10,0.00670121144503355
154,0.00479119224473834,10,10,0.00479119224473834
155,0.005036679096519947,10,10,0.005036679096519947
156,0.015798548236489296,10,10,0.015798548236489296
157,0.011601689271628857,10,10,0.011601689271628857
158,0.011517603881657124,10,10,0.011517603881657124
159,0.00342385470867157,10,10,0.00342385470867157
160,0.02320156991481781,10,10,0.02320156991481781
161,0.008560562506318092,10,10,0.008560562506318092
162,0.007361783180385828,10,10,0.007361783180385828
163,0.0072418805211782455,10,10,0.0072418805211782455
164,0.019608356058597565,10,10,0.019608356058597565
165,0.009100493974983692,10,10,0.009100493974983692
166,0.012750253081321716,10,10,0.012750253081321716
167,0.011448955163359642,10,10,0.011448955163359642
168,0.007829082198441029,10,10,0.007829082198441029
169,0.008158881217241287,10,10,0.008158881217241287
170,0.008480154909193516,10,10,0.008480154909193516
171,0.00474967248737812,10,10,0.00474967248737812
172,0.01419187430292368,10,10,0.01419187430292368
173,0.0071546598337590694,10,10,0.0071546598337590694
174,0.0035836228635162115,10,10,0.0035836228635162115
175,0.01051583793014288,10,10,0.01051583793014288
176,0.005849693436175585,10,10,0.005849693436175585
177,0.003841190133243799,10,10,0.003841190133243799
178,0.006260847207158804,10,10,0.006260847207158804
179,0.008076590485870838,10,10,0.008076590485870838
180,0.008203933015465736,10,10,0.008203933015465736
181,0.006244792137295008,10,10,0.006244792137295008
182,0.013869086280465126,10,10,0.013869086280465126
183,0.011531286872923374,10,10,0.011531286872923374
184,0.013121997937560081,10,10,0.013121997937560081
185,0.0077645061537623405,10,10,0.0077645061537623405
186,0.0029854802414774895,10,10,0.0029854802414774895
187,0.010418025776743889,10,10,0.010418025776743889
188,0.01148937176913023,10,10,0.01148937176913023
189,0.008214511908590794,10,10,0.008214511908590794
190,0.00779741071164608,10,10,0.00779741071164608
191,0.007163334637880325,10,10,0.007163334637880325
192,0.011076482944190502,10,10,0.011076482944190502
193,0.0072249905206263065,10,10,0.0072249905206263065
194,0.011381183750927448,10,10,0.011381183750927448
195,0.014913762919604778,10,10,0.014913762919604778
196,0.0041898987255990505,10,10,0.0041898987255990505
197,0.005669984966516495,10,10,0.005669984966516495
198,0.01097917091101408,10,10,0.01097917091101408
199,0.010862274095416069,10,10,0.010862274095416069
200,0.01061741728335619,10,10,0.01061741728335619
201,0.008689533919095993,10,10,0.008689533919095993
202,0.009581898339092731,10,10,0.009581898339092731
203,0.005625089164823294,10,10,0.005625089164823294
204,0.012569835409522057,10,10,0.012569835409522057
205,0.007810767274349928,10,10,0.007810767274349928
206,0.016339672729372978,10,10,0.016339672729372978
207,0.012235887348651886,10,10,0.012235887348651886
208,0.005733857396990061,10,10,0.005733857396990061
209,0.008317802101373672,10,10,0.008317802101373672
210,0.010892198421061039,10,10,0.010892198421061039
211,0.004342345055192709,10,10,0.004342345055192709
212,0.004828598815947771,10,10,0.004828598815947771
213,0.005946810357272625,10,10,0.005946810357272625
214,0.010241496376693249,10,10,0.010241496376693249
215,0.008850760757923126,10,10,0.008850760757923126
216,0.008237720467150211,10,10,0.008237720467150211
217,0.011504001915454865,10,10,0.011504001915454865
218,0.006607456598430872,10,10,0.006607456598430872
219,0.0065103089436888695,10,10,0.0065103089436888695
220,0.01039158832281828,10,10,0.01039158832281828
221,0.004785903263837099,10,10,0.004785903263837099
222,0.003269465174525976,10,10,0.003269465174525976
223,0.007932599633932114,10,10,0.007932599633932114
224,0.015546901151537895,10,10,0.015546901151537895
225,0.010552705265581608,10,10,0.010552705265581608
226,0.007595008239150047,10,10,0.007595008239150047
227,0.020390022546052933,10,10,0.020390022546052933
228,0.007273131050169468,10,10,0.007273131050169468
229,0.0058427718468010426,10,10,0.0058427718468010426
230,0.006670843344181776,10,10,0.006670843344181776
231,0.008281267248094082,10,10,0.008281267248094082
232,0.004875418730080128,10,10,0.004875418730080128
233,0.012217632494866848,10,10,0.012217632494866848
234,0.022248851135373116,10,10,0.022248851135373116
235,0.007220644038170576,10,10,0.007220644038170576
236,0.006801499519497156,10,10,0.006801499519497156
237,0.010955644771456718,10,10,0.010955644771456718
238,0.011482967995107174,10,10,0.011482967995107174
239,0.005778546445071697,10,10,0.005778546445071697
240,0.007989739067852497,10,10,0.007989739067852497
241,0.009085247293114662,10,10,0.009085247293114662
242,0.010457491502165794,10,10,0.010457491502165794
243,0.007633634842932224,10,10,0.007633634842932224
244,0.0046798731200397015,10,10,0.0046798731200397015
245,0.012958123348653316,10,10,0.012958123348653316
246,0.006014822982251644,10,10,0.006014822982251644
247,0.011201114393770695,10,10,0.011201114393770695
248,0.007694479543715715,10,10,0.007694479543715715
249,0.0051777721382677555,10,10,0.0051777721382677555
250,0.014306645840406418,10,10,0.014306645840406418
251,0.008519420400261879,10,10,0.008519420400261879
252,0.010802099481225014,10,10,0.010802099481225014
253,0.011579863727092743,10,10,0.011579863727092743
254,0.005586347077041864,10,10,0.005586347077041864
255,0.004937784746289253,10,10,0.004937784746289253
256,0.006306248251348734,10,10,0.006306248251348734
257,0.007423646282404661,10,10,0.007423646282404661
258,0.012146161869168282,10,10,0.012146161869168282
259,0.010079755447804928,10,10,0.010079755447804928
260,0.0030372776091098785,10,10,0.0030372776091098785
261,0.008121429942548275,10,10,0.008121429942548275
262,0.010650532320141792,10,10,0.010650532320141792
263,0.003307017032057047,10,10,0.003307017032057047
264,0.005825572647154331,10,10,0.005825572647154331
265,0.007634750567376614,10,10,0.007634750567376614
266,0.008161937817931175,10,10,0.008161937817931175
267,0.004354978911578655,10,10,0.004354978911578655
268,0.008914705365896225,10,10,0.008914705365896225
269,0.011644839309155941,10,10,0.011644839309155941
270,0.008237810805439949,10,10,0.008237810805439949
271,0.007392342668026686,10,10,0.007392342668026686
272,0.01726488769054413,10,10,0.01726488769054413
273,0.00592509750276804,10,10,0.00592509750276804
274,0.008283129893243313,10,10,0.008283129893243313
275,0.011406930163502693,10,10,0.011406930163502693
276,0.005949518643319607,10,10,0.005949518643319607
277,0.008818211033940315,10,10,0.008818211033940315
278,0.006150952540338039,10,10,0.006150952540338039
279,0.009179102256894112,10,10,0.009179102256894112
280,0.00808544922620058,10,10,0.00808544922620058
281,0.020091766491532326,10,10,0.020091766491532326
282,0.005355606786906719,10,10,0.005355606786906719
283,0.008339889347553253,10,10,0.008339889347553253
284,0.016218120232224464,10,10,0.016218120232224464
285,0.008252588100731373,10,10,0.008252588100731373
286,0.0060311960987746716,10,10,0.0060311960987746716
287,0.008007439784705639,10,10,0.008007439784705639
288,0.0065118963830173016,10,10,0.0065118963830173016
289,0.009931407868862152,10,10,0.009931407868862152
290,0.007676518056541681,10,10,0.007676518056541681
291,0.009043823927640915,10,10,0.009043823927640915
292,0.014203343540430069,10,10,0.014203343540430069
293,0.008057937026023865,10,10,0.008057937026023865
294,0.005789224524050951,10,10,0.005789224524050951
295,0.01079921331256628,10,10,0.01079921331256628
296,0.0034325351007282734,10,10,0.0034325351007282734
297,0.004574302583932877,10,10,0.004574302583932877
298,0.011063656769692898,10,10,0.011063656769692898
299,0.005652428604662418,10,10,0.005652428604662418
300,0.0159414391964674,10,10,0.0159414391964674
301,0.013000831939280033,10,10,0.013000831939280033
302,0.008407600224018097,10,10,0.008407600224018097
303,0.00701620988547802,10,10,0.00701620988547802
304,0.007153195329010487,10,10,0.007153195329010487
305,0.011371870525181293,10,10,0.011371870525181293
306,0.006867092102766037,10,10,0.006867092102766037
307,0.008479757234454155,10,10,0.008479757234454155
308,0.012453568167984486,10,10,0.012453568167984486
309,0.01285814493894577,10,10,0.01285814493894577
310,0.011835714802145958,10,10,0.011835714802145958
311,0.010023313574492931,10,10,0.010023313574492931
312,0.00857694260776043,10,10,0.00857694260776043
313,0.01674891822040081,10,10,0.01674891822040081
314,0.0071066999807953835,10,10,0.0071066999807953835
315,0.00810474343597889,10,10,0.00810474343597889
316,0.005721032619476318,10,10,0.005721032619476318
317,0.0081191910430789,10,10,0.0081191910430789
318,0.02013719640672207,10,10,0.02013719640672207
319,0.005848246160894632,10,10,0.005848246160894632
320,0.010429886169731617,10,10,0.010429886169731617
321,0.008253036066889763,10,10,0.008253036066889763
322,0.014682011678814888,10,10,0.014682011678814888
323,0.006732199806720018,10,10,0.006732199806720018
324,0.007967313751578331,10,10,0.007967313751578331
325,0.0065270704217255116,10,10,0.0065270704217255116
326,0.012262742966413498,10,10,0.012262742966413498
327,0.006923076696693897,10,10,0.006923076696693897
328,0.008847320452332497,10,10,0.008847320452332497
329,0.013165969401597977,10,10,0.013165969401597977
330,0.012110589072108269,10,10,0.012110589072108269
331,0.014840369112789631,10,10,0.014840369112789631
332,0.009121195413172245,10,10,0.009121195413172245
333,0.013256552629172802,10,10,0.013256552629172802
334,0.013180428184568882,10,10,0.013180428184568882
335,0.01823437213897705,10,10,0.01823437213897705
336,0.013665517792105675,10,10,0.013665517792105675
337,0.008552725426852703,10,10,0.008552725426852703
338,0.008852291852235794,10,10,0.008852291852235794
339,0.014272037893533707,10,10,0.014272037893533707
340,0.019198304042220116,10,10,0.019198304042220116
341,0.014493107795715332,10,10,0.014493107795715332
342,0.005893168970942497,10,10,0.005893168970942497
343,0.019492289051413536,10,10,0.019492289051413536
344,0.006460041739046574,10,10,0.006460041739046574
345,0.009712851606309414,10,10,0.009712851606309414
346,0.004407091531902552,10,10,0.004407091531902552
347,0.009923442266881466,10,10,0.009923442266881466
348,0.010889552533626556,10,10,0.010889552533626556
349,0.011801620945334435,10,10,0.011801620945334435
350,0.008133897557854652,10,10,0.008133897557854652
351,0.009534872137010098,10,10,0.009534872137010098
352,0.005679182708263397,10,10,0.005679182708263397
353,0.007856188341975212,10,10,0.007856188341975212
354,0.013002509251236916,10,10,0.013002509251236916
355,0.011800968088209629,10,10,0.011800968088209629
356,0.009394328109920025,10,10,0.009394328109920025
357,0.010196023620665073,10,10,0.010196023620665073
358,0.003669446799904108,10,10,0.003669446799904108
359,0.009340338408946991,10,10,0.009340338408946991
360,0.011757777072489262,10,10,0.011757777072489262
361,0.006822742987424135,10,10,0.006822742987424135
362,0.007930619642138481,10,10,0.007930619642138481
363,0.007443374954164028,10,10,0.007443374954164028
364,0.006124427076429129,10,10,0.006124427076429129
365,0.00509536312893033,10,10,0.00509536312893033
366,0.005795876495540142,10,10,0.005795876495540142
367,0.005702984053641558,10,10,0.005702984053641558
368,0.01731497049331665,10,10,0.01731497049331665
369,0.0064239720813930035,10,10,0.0064239720813930035
370,0.02331039495766163,10,10,0.02331039495766163
371,0.005014263093471527,10,10,0.005014263093471527
372,0.004979739431291819,10,10,0.004979739431291819
373,0.00771935423836112,10,10,0.00771935423836112
374,0.00974788423627615,10,10,0.00974788423627615
375,0.005305137950927019,10,10,0.005305137950927019
376,0.006558586377650499,10,10,0.006558586377650499
377,0.002536248415708542,10,10,0.002536248415708542
378,0.009406661614775658,10,10,0.009406661614775658
379,0.015140626579523087,10,10,0.015140626579523087
380,0.0037689709570258856,10,10,0.0037689709570258856
381,0.010020576417446136,10,10,0.010020576417446136
382,0.007863959297537804,10,10,0.007863959297537804
383,0.004571421071887016,10,10,0.004571421071887016
384,0.00891105830669403,10,10,0.00891105830669403
385,0.007241518702358007,10,10,0.007241518702358007
386,0.016521479934453964,10,10,0.016521479934453964
387,0.007527089212089777,10,10,0.007527089212089777
388,0.008977329358458519,10,10,0.008977329358458519
389,0.010386066511273384,10,10,0.010386066511273384
390,0.004054324235767126,10,10,0.004054324235767126
391,0.007965222001075745,10,10,0.007965222001075745
392,0.006656867451965809,10,10,0.006656867451965809
393,0.005221228580921888,10,10,0.005221228580921888
394,0.015634359791874886,10,10,0.015634359791874886
395,0.009250236675143242,10,10,0.009250236675143242
396,0.006976368837058544,10,10,0.006976368837058544
397,0.004664864856749773,10,10,0.004664864856749773
398,0.0183352492749691,10,10,0.0183352492749691
399,0.007163705304265022,10,10,0.007163705304265022
400,0.006049539428204298,10,10,0.006049539428204298
401,0.007564345840364695,10,10,0.007564345840364695
402,0.01089619193226099,10,10,0.01089619193226099
403,0.006994438823312521,10,10,0.006994438823312521
404,0.013285815715789795,10,10,0.013285815715789795
405,0.007657777983695269,10,10,0.007657777983695269
406,0.00809460412710905,10,10,0.00809460412710905
407,0.01109734270721674,10,10,0.01109734270721674
408,0.011087033897638321,10,10,0.011087033897638321
409,0.007625674828886986,10,10,0.007625674828886986
410,0.010566690005362034,10,10,0.010566690005362034
411,0.009896977804601192,10,10,0.009896977804601192
412,0.0038063907995820045,10,10,0.0038063907995820045
413,0.009683439508080482,10,10,0.009683439508080482
414,0.005040991120040417,10,10,0.005040991120040417
415,0.008179171942174435,10,10,0.008179171942174435
416,0.010777330957353115,10,10,0.010777330957353115
417,0.013024191372096539,10,10,0.013024191372096539
418,0.012703502550721169,10,10,0.012703502550721169
419,0.01923278719186783,10,10,0.01923278719186783
420,0.013070604763925076,10,10,0.013070604763925076
421,0.007805309258401394,10,10,0.007805309258401394
422,0.017692141234874725,10,10,0.017692141234874725
423,0.014890061691403389,10,10,0.014890061691403389
424,0.006949111353605986,10,10,0.006949111353605986
425,0.009732697159051895,10,10,0.009732697159051895
426,0.012788001447916031,10,10,0.012788001447916031
427,0.006676973309367895,10,10,0.006676973309367895
428,0.005708399228751659,10,10,0.005708399228751659
429,0.008052345365285873,10,10,0.008052345365285873
430,0.011811396107077599,10,10,0.011811396107077599
431,0.006003997288644314,10,10,0.006003997288644314
432,0.007954484783113003,10,10,0.007954484783113003
433,0.012960773892700672,10,10,0.012960773892700672
434,0.010387945920228958,10,10,0.010387945920228958
435,0.007580684032291174,10,10,0.007580684032291174
436,0.004321057349443436,10,10,0.004321057349443436
437,0.003974414896219969,10,10,0.003974414896219969
438,0.0034729873295873404,10,10,0.0034729873295873404
439,0.007778098341077566,10,10,0.007778098341077566
440,0.013256550766527653,10,10,0.013256550766527653
441,0.007046579848974943,10,10,0.007046579848974943
442,0.008483586832880974,10,10,0.008483586832880974
443,0.00644299853593111,10,10,0.00644299853593111
444,0.006033114157617092,10,10,0.006033114157617092
445,0.008361086249351501,10,10,0.008361086249351501
446,0.00803531613200903,10,10,0.00803531613200903
447,0.009112000465393066,10,10,0.009112000465393066
448,0.010020983405411243,10,10,0.010020983405411243
449,0.008187947794795036,10,10,0.008187947794795036
450,0.014415976591408253,10,10,0.014415976591408253
451,0.0055328551679849625,10,10,0.0055328551679849625
452,0.017827652394771576,10,10,0.017827652394771576
453,0.00821264460682869,10,10,0.00821264460682869
454,0.004171986598521471,10,10,0.004171986598521471
455,0.02090928703546524,10,10,0.02090928703546524
456,0.004550780635327101,10,10,0.004550780635327101
457,0.00906655564904213,10,10,0.00906655564904213
458,0.003574636299163103,10,10,0.003574636299163103
459,0.008155502378940582,10,10,0.008155502378940582
460,0.012216119095683098,10,10,0.012216119095683098
461,0.01642930880188942,10,10,0.01642930880188942
462,0.014558921568095684,10,10,0.014558921568095684
463,0.006276602391153574,10,10,0.006276602391153574
464,0.00672503188252449,10,10,0.00672503188252449
465,0.005507349036633968,10,10,0.005507349036633968
466,0.008083506487309933,10,10,0.008083506487309933
467,0.005319306161254644,10,10,0.005319306161254644
468,0.01042097806930542,10,10,0.01042097806930542
469,0.004046814050525427,10,10,0.004046814050525427
470,0.0075937481597065926,10,10,0.0075937481597065926
471,0.013503823429346085,10,10,0.013503823429346085
472,0.0073150270618498325,10,10,0.0073150270618498325
473,0.007277827709913254,10,10,0.007277827709913254
474,0.017606349661946297,10,10,0.017606349661946297
475,0.006195949390530586,10,10,0.006195949390530586
476,0.006201737094670534,10,10,0.006201737094670534
477,0.006008927710354328,10,10,0.006008927710354328
478,0.00996464490890503,10,10,0.00996464490890503
479,0.005526988301426172,10,10,0.005526988301426172
480,0.00882798433303833,10,10,0.00882798433303833
481,0.010237734764814377,10,10,0.010237734764814377
482,0.007565788459032774,10,10,0.007565788459032774
483,0.022615965455770493,10,10,0.022615965455770493
484,0.009772583842277527,10,10,0.009772583842277527
485,0.011624868959188461,10,10,0.011624868959188461
486,0.0028898396994918585,10,10,0.0028898396994918585
487,0.008108051493763924,10,10,0.008108051493763924
488,0.011533907614648342,10,10,0.011533907614648342
489,0.006833341903984547,10,10,0.006833341903984547
490,0.006582062691450119,10,10,0.006582062691450119
491,0.008974329568445683,10,10,0.008974329568445683
492,0.005182580556720495,10,10,0.005182580556720495
493,0.010426001623272896,10,10,0.010426001623272896
494,0.008616524748504162,10,10,0.008616524748504162
495,0.018922703340649605,10,10,0.018922703340649605
496,0.013481533154845238,10,10,0.013481533154845238
497,0.014055771753191948,10,10,0.014055771753191948
498,0.013862445950508118,10,10,0.013862445950508118
499,0.008700929582118988,10,10,0.008700929582118988
500,0.00974851381033659,10,10,0.00974851381033659
501,0.006812236737459898,10,10,0.006812236737459898
502,0.005363107193261385,10,10,0.005363107193261385
503,0.007948626764118671,10,10,0.007948626764118671
504,0.014059383422136307,10,10,0.014059383422136307
505,0.008697460405528545,10,10,0.008697460405528545
506,0.010679793544113636,10,10,0.010679793544113636
507,0.007419063244014978,10,10,0.007419063244014978
508,0.019917836412787437,10,10,0.019917836412787437
509,0.004788472317159176,10,10,0.004788472317159176
510,0.00738995335996151,10,10,0.00738995335996151
511,0.015544798225164413,10,10,0.015544798225164413
512,0.01115008257329464,10,10,0.01115008257329464
513,0.0040467348881065845,10,10,0.0040467348881065845
514,0.01925714686512947,10,10,0.01925714686512947
515,0.00868222862482071,10,10,0.00868222862482071
516,0.008951208554208279,10,10,0.008951208554208279
517,0.011354463174939156,10,10,0.011354463174939156
518,0.016827531158924103,10,10,0.016827531158924103
519,0.007977213710546494,10,10,0.007977213710546494
520,0.005925463978201151,10,10,0.005925463978201151
521,0.005940528120845556,10,10,0.005940528120845556
522,0.009497763589024544,10,10,0.009497763589024544
523,0.00674471165984869,10,10,0.00674471165984869
524,0.010120188817381859,10,10,0.010120188817381859
525,0.006915654055774212,10,10,0.006915654055774212
526,0.011891420930624008,10,10,0.011891420930624008
527,0.012621753849089146,10,10,0.012621753849089146
528,0.0033642032649368048,10,10,0.0033642032649368048
529,0.002357370452955365,10,10,0.002357370452955365
530,0.014373944140970707,10,10,0.014373944140970707
531,0.006963436491787434,10,10,0.006963436491787434
532,0.006244785618036985,10,10,0.006244785618036985
533,0.008560918271541595,10,10,0.008560918271541595
534,0.005773109383881092,10,10,0.005773109383881092
535,0.016479406505823135,10,10,0.016479406505823135
536,0.005744133144617081,10,10,0.005744133144617081
537,0.007174728903919458,10,10,0.007174728903919458
538,0.004737834446132183,10,10,0.004737834446132183
539,0.008522778749465942,10,10,0.008522778749465942
540,0.0024502791929990053,10,10,0.0024502791929990053
541,0.005045927595347166,10,10,0.005045927595347166
542,0.003516406286507845,10,10,0.003516406286507845
543,0.005704712122678757,10,10,0.005704712122678757
544,0.009146541357040405,10,10,0.009146541357040405
545,0.008719971403479576,10,10,0.008719971403479576
546,0.0096436133608222,10,10,0.0096436133608222
547,0.011281929910182953,10,10,0.011281929910182953
548,0.017593711614608765,10,10,0.017593711614608765
549,0.006078038364648819,10,10,0.006078038364648819
550,0.01029506977647543,10,10,0.01029506977647543
551,0.008068561553955078,10,10,0.008068561553955078
552,0.006006078328937292,10,10,0.006006078328937292
553,0.008137775585055351,10,10,0.008137775585055351
554,0.007459127344191074,10,10,0.007459127344191074
555,0.007503461558371782,10,10,0.007503461558371782
556,0.010599622502923012,10,10,0.010599622502923012
557,0.007323885802179575,10,10,0.007323885802179575
558,0.006612806580960751,10,10,0.006612806580960751
559,0.0023609076160937548,10,10,0.0023609076160937548
560,0.019672280177474022,10,10,0.019672280177474022
561,0.01495611947029829,10,10,0.01495611947029829
562,0.00783692765980959,10,10,0.00783692765980959
